mats_obs_utc,aim_overpass_utc,time_diff_min,mats_sat_lat_deg,mats_sat_lon_deg,aim_center_lat_deg,aim_center_lon_deg,cross_track_km,distance_sat_to_aim_km
2023-02-25T05:47:59Z,2023-02-25T06:00:00Z,12.0,81.835,67.845,80.415,51.618,304.2,318.8
2023-02-25T05:49:01Z,2023-02-25T06:00:00Z,11.0,79.814,46.943,80.415,51.618,104.6,111.6
2023-02-25T06:36:02Z,2023-02-25T06:47:00Z,11.0,-82.099,-118.419,-79.861,-135.881,390.5,391.0
2023-02-25T06:36:58Z,2023-02-25T06:47:00Z,10.0,-80.582,-139.411,-79.861,-135.881,22.8,104.4
2023-02-25T07:25:01Z,2023-02-25T07:34:00Z,9.0,80.928,31.726,79.132,36.876,84.7,223.0
2023-02-25T07:26:03Z,2023-02-25T07:35:00Z,8.9,78.4,15.247,81.319,18.183,319.9,329.9
2023-02-25T08:12:58Z,2023-02-25T08:22:00Z,9.0,-81.529,-153.261,-80.883,-168.314,214.1,265.2
2023-02-25T08:14:00Z,2023-02-25T08:22:00Z,8.0,-79.29,-172.398,-80.883,-168.314,193.0,193.7
2023-02-25T09:01:01Z,2023-02-25T09:09:00Z,8.0,81.781,18.61,80.281,5.491,276.1,281.3
2023-02-25T09:01:57Z,2023-02-25T09:09:00Z,7.0,79.968,-0.287,80.281,5.491,89.7,115.6
2023-02-25T09:50:00Z,2023-02-25T09:56:00Z,6.0,-80.491,171.559,-79.714,177.866,4.3,148.3
2023-02-25T10:38:03Z,2023-02-25T10:44:00Z,5.9,80.852,-17.307,81.218,-27.708,61.3,184.7
2023-02-25T10:38:58Z,2023-02-25T10:44:00Z,5.0,78.581,-32.203,81.218,-27.708,303.1,306.2
2023-02-25T11:25:59Z,2023-02-25T11:31:00Z,5.0,-81.467,157.583,-80.765,145.66,187.0,218.9
2023-02-25T11:27:01Z,2023-02-25T11:31:00Z,4.0,-79.19,138.773,-80.765,145.66,217.5,220.0
2023-02-25T12:14:02Z,2023-02-25T12:18:00Z,4.0,81.731,-30.529,80.144,-40.68,249.8,250.1
2023-02-25T12:14:58Z,2023-02-25T12:18:00Z,3.0,79.882,-49.142,80.144,-40.68,113.7,165.8
2023-02-25T13:01:59Z,2023-02-25T13:05:00Z,3.0,-82.127,145.728,-79.567,131.575,374.9,377.5
2023-02-25T13:03:01Z,2023-02-25T13:05:00Z,2.0,-80.412,122.64,-79.567,131.575,28.6,196.5
2023-02-25T13:03:57Z,2023-02-25T13:06:00Z,2.0,-78.005,109.096,-81.571,111.586,388.8,399.9
2023-02-25T13:50:58Z,2023-02-25T13:53:00Z,2.0,80.987,-64.211,81.113,-73.632,76.8,163.6
2023-02-25T13:52:00Z,2023-02-25T13:53:00Z,1.0,78.481,-80.907,81.113,-73.632,325.5,325.6
2023-02-25T14:39:01Z,2023-02-25T14:40:00Z,1.0,-81.404,108.522,-80.643,99.599,161.3,176.4
2023-02-25T14:39:57Z,2023-02-25T14:40:00Z,0.0,-79.363,91.495,-80.643,99.599,200.4,211.4
2023-02-25T15:26:58Z,2023-02-25T15:27:00Z,0.0,81.821,-77.178,80.006,-86.882,263.4,263.8
2023-02-25T15:28:00Z,2023-02-25T15:27:00Z,-1.0,79.787,-97.985,80.006,-86.882,137.9,217.8
2023-02-25T16:15:01Z,2023-02-25T16:14:00Z,-1.0,-82.085,96.462,-79.418,85.253,347.0,357.0
2023-02-25T16:16:02Z,2023-02-25T16:15:00Z,-1.0,-80.358,74.007,-81.486,65.754,44.9,191.4
2023-02-25T18:40:02Z,2023-02-25T18:36:00Z,-4.0,81.688,-127.663,79.867,-133.138,215.8,224.8
2023-02-25T18:40:58Z,2023-02-25T18:36:00Z,-5.0,79.812,-146.06,79.867,-133.138,142.9,253.3
2023-02-25T19:27:59Z,2023-02-25T19:23:00Z,-5.0,-82.093,48.441,-79.269,38.885,338.0,357.4
2023-02-25T19:29:01Z,2023-02-25T19:24:00Z,-5.0,-80.339,25.622,-81.397,19.861,57.7,155.5
2023-02-25T20:16:58Z,2023-02-25T20:11:00Z,-6.0,80.926,-161.293,80.895,-165.652,44.5,76.7
2023-02-25T20:18:00Z,2023-02-25T20:11:00Z,-7.0,78.398,-177.765,80.895,-165.652,352.3,367.4
2023-02-25T21:05:01Z,2023-02-25T20:58:00Z,-7.0,-81.346,11.303,-80.396,7.319,126.7,126.9
2023-02-25T21:05:57Z,2023-02-25T20:58:00Z,-8.0,-79.276,-5.474,-80.396,7.319,230.0,279.7
2023-02-25T21:52:58Z,2023-02-25T21:45:00Z,-8.0,81.779,-174.402,79.727,-179.433,228.7,245.3
2023-02-25T21:54:00Z,2023-02-25T21:46:00Z,-8.0,79.713,165.049,81.665,159.936,164.9,235.8
2023-02-25T22:41:01Z,2023-02-25T22:32:00Z,-9.0,-82.05,-1.003,-79.12,-7.518,308.6,346.6
2023-02-25T22:41:57Z,2023-02-25T22:33:00Z,-9.0,-80.472,-21.613,-81.305,-26.078,44.9,121.6
2023-02-25T23:30:00Z,2023-02-25T23:20:00Z,-10.0,80.826,149.453,80.783,148.269,15.4,21.6
2023-02-26T00:18:02Z,2023-02-26T00:07:00Z,-11.0,-81.281,-37.774,-80.27,-38.885,101.9,114.2
2023-02-26T00:18:58Z,2023-02-26T00:07:00Z,-12.0,-79.18,-54.27,-80.27,-38.885,252.1,327.5
2023-02-26T01:05:59Z,2023-02-26T00:54:00Z,-12.0,81.726,136.397,79.587,134.233,202.6,241.3
2023-02-26T01:07:01Z,2023-02-26T00:55:00Z,-12.0,79.617,116.184,81.589,114.074,188.0,222.8
2023-02-26T01:54:02Z,2023-02-26T01:41:00Z,-13.0,-82.015,-50.072,-78.971,-53.956,284.6,346.1
2023-02-26T01:54:58Z,2023-02-26T01:42:00Z,-13.0,-80.4,-70.426,-81.21,-72.063,66.1,94.7
2023-02-26T02:43:01Z,2023-02-26T02:29:00Z,-14.0,80.767,100.667,80.668,102.152,4.8,28.9
2023-02-26T03:30:58Z,2023-02-26T03:16:00Z,-15.0,-81.394,-84.584,-80.144,-85.136,116.3,139.5
2023-02-26T03:32:00Z,2023-02-26T03:17:00Z,-15.0,-79.078,-103.046,-81.866,-107.108,272.2,319.1
2023-02-26T04:19:01Z,2023-02-26T04:03:00Z,-16.0,81.666,87.224,79.446,87.866,176.7,247.4
2023-02-26T04:19:57Z,2023-02-26T04:04:00Z,-16.0,79.775,68.947,81.509,68.173,171.9,193.5
2023-02-26T05:06:58Z,2023-02-26T04:51:00Z,-16.0,-82.08,-96.678,-81.113,-118.101,299.6,362.3
2023-02-26T05:08:00Z,2023-02-26T04:51:00Z,-17.0,-80.307,-119.379,-81.113,-118.101,90.1,92.6
2023-02-26T05:55:01Z,2023-02-26T05:38:00Z,-17.0,82.227,75.768,80.552,55.983,359.7,376.1
2023-02-26T05:55:56Z,2023-02-26T05:38:00Z,-17.9,80.895,53.668,80.552,55.983,9.6,56.5
2023-02-26T06:43:59Z,2023-02-26T06:25:00Z,-19.0,-81.32,-133.749,-80.017,-131.423,90.3,151.0
2023-02-26T06:45:01Z,2023-02-26T06:26:00Z,-19.0,-78.965,-151.867,-81.807,-152.945,295.0,316.9
2023-02-26T07:32:02Z,2023-02-26T07:13:00Z,-19.0,81.602,38.02,81.426,22.218,153.3,259.5
2023-02-26T07:32:58Z,2023-02-26T07:13:00Z,-20.0,79.672,20.062,81.426,22.218,195.0,199.1
2023-02-26T08:19:59Z,2023-02-26T08:00:00Z,-20.0,-82.034,-146.045,-81.014,-164.178,271.8,316.8
2023-02-26T08:21:01Z,2023-02-26T08:00:00Z,-21.0,-80.207,-168.376,-81.014,-164.178,114.7,117.7
2023-02-26T09:08:02Z,2023-02-26T08:47:00Z,-21.0,82.197,26.404,80.435,9.771,332.2,339.5
2023-02-26T09:08:58Z,2023-02-26T08:47:00Z,-22.0,80.812,4.603,80.435,9.771,14.9,102.7
2023-02-26T09:57:01Z,2023-02-26T09:34:00Z,-23.0,-81.243,177.064,-79.888,-177.749,64.5,177.9
2023-02-26T09:57:57Z,2023-02-26T09:35:00Z,-23.0,-79.126,160.714,-81.744,161.175,279.1,291.5
2023-02-26T10:44:58Z,2023-02-26T10:22:00Z,-23.0,81.701,-8.744,81.34,-23.782,166.7,249.3
2023-02-26T10:46:00Z,2023-02-26T10:22:00Z,-24.0,79.574,-28.813,81.34,-23.782,217.0,217.2
2023-02-26T11:33:01Z,2023-02-26T11:09:00Z,-24.0,-81.99,164.609,-80.912,149.701,244.9,273.3
2023-02-26T11:33:57Z,2023-02-26T11:09:00Z,-25.0,-80.35,144.426,-80.912,149.701,99.9,114.2
2023-02-26T12:20:58Z,2023-02-26T11:56:00Z,-25.0,82.246,-20.163,80.317,-36.481,343.6,347.2
2023-02-26T12:22:00Z,2023-02-26T11:56:00Z,-26.0,80.729,-44.448,80.317,-36.481,38.7,152.9
2023-02-26T13:10:03Z,2023-02-26T12:43:00Z,-27.1,-81.167,127.906,-79.76,135.888,39.6,214.6
2023-02-26T13:10:58Z,2023-02-26T12:44:00Z,-27.0,-79.016,111.865,-81.677,115.252,301.1,302.8
2023-02-26T13:57:59Z,2023-02-26T13:31:00Z,-27.0,81.645,-57.875,81.252,-69.826,142.5,202.2
2023-02-26T13:59:01Z,2023-02-26T13:31:00Z,-28.0,79.479,-77.624,81.252,-69.826,237.6,244.6
2023-02-26T14:46:02Z,2023-02-26T14:18:00Z,-28.0,-81.946,115.458,-80.809,103.537,220.7,235.1
2023-02-26T14:46:58Z,2023-02-26T14:18:00Z,-29.0,-80.267,95.557,-80.809,103.537,121.0,157.8
2023-02-26T15:33:59Z,2023-02-26T15:05:00Z,-29.0,82.217,-69.373,80.198,-82.773,318.6,318.7
2023-02-26T15:35:01Z,2023-02-26T15:05:00Z,-30.0,80.65,-93.364,80.198,-82.773,60.3,202.2
2023-02-26T16:22:02Z,2023-02-26T15:52:00Z,-30.0,-82.343,104.623,-79.631,89.489,395.5,398.5
2023-02-26T16:22:58Z,2023-02-26T15:53:00Z,-30.0,-81.289,81.122,-81.608,69.287,57.4,198.7
2023-02-27T18:55:57Z,2023-02-27T19:26:00Z,30.0,79.293,-152.898,79.141,-141.01,138.5,247.7
2023-02-27T19:44:00Z,2023-02-27T20:14:00Z,30.0,-79.83,18.282,-80.903,13.642,53.3,147.3
2023-02-27T20:31:57Z,2023-02-27T21:01:00Z,29.0,80.49,-168.958,80.309,-172.58,57.1,70.2
2023-02-27T20:32:59Z,2023-02-27T21:01:00Z,28.0,77.812,176.076,80.309,-172.58,359.8,365.8
2023-02-27T21:20:00Z,2023-02-27T21:48:00Z,28.0,-80.939,3.044,-79.762,-0.288,139.1,144.9
2023-02-27T21:21:02Z,2023-02-27T21:48:00Z,27.0,-78.414,-13.478,-79.762,-0.288,277.5,314.9
2023-02-27T22:07:57Z,2023-02-27T22:35:00Z,27.0,81.46,177.013,79.031,172.344,249.5,284.1
2023-02-27T22:08:59Z,2023-02-27T22:36:00Z,27.0,79.181,158.232,81.257,153.956,164.1,244.6
2023-02-27T22:56:00Z,2023-02-27T23:23:00Z,27.0,-81.788,-10.057,-80.823,-32.762,334.6,394.0
2023-02-27T22:57:02Z,2023-02-27T23:23:00Z,26.0,-79.727,-30.659,-80.823,-32.762,81.7,128.3
